台湾,#genre#
TV3,mitv://ns2.hellotvvod.com:9906/3d13f2ac51cf463d84235ab10e4b836d.ts
NTV7,mitv://ns2.hellotvvod.com:9906/7cca61573175485ea7d5f556452a144f.ts
8TV,mitv://ns2.hellotvvod.com:9906/a9334b1403da4598aeadecd244a6bcb8.ts
TV9,mitv://ns2.hellotvvod.com:9906/51a7f70964a4410b898e5f6afda1a272.ts
Astro Ria HD,mitv://ns2.hellotvvod.com:9906/36e22b34c1004c759c9e50b54bbe168b.ts
Astro Prima HD,mitv://ns2.hellotvvod.com:9906/13a8ea6b1fc44567a3a8b931fc70d902.ts
Astro Oasis HD,mitv://ns2.hellotvvod.com:9906/3aa8d2ee8c154c31b2d1ff513264954e.ts
Astro Warna HD,mitv://ns2.hellotvvod.com:9906/1450b82a410a4f37a830ad1620084b23.ts
Astro Citra HD,mitv://ns2.hellotvvod.com:9906/330e58405da749a8842684bf5af5fcfa.ts
Naura HD,mitv://ns2.hellotvvod.com:9906/30a4e0bae02a438fa7c1c6f19f5e95ea.ts
Astro Rania HD,mitv://ns2.hellotvvod.com:9906/3a3b69e492b144708e35dc577ca4fcfe.ts
Astro Aura HD,mitv://ns2.hellotvvod.com:9906/9f105f97832f4d4f9d21481a07bf2e16.ts
Al-Hijrah,mitv://ns2.hellotvvod.com:9906/9cab89868af84d67a5ed11fdbecf412d.ts
TV Okey,mitv://ns2.hellotvvod.com:9906/e034b965b72c4628bb020bf0cf3c2846.ts
SUN TV,mitv://ns2.hellotvvod.com:9906/3aded786a36e4d06868ed83facdfafd4.ts
卫视中文台,mitv://ns2.hellotvvod.com:9906/6e14aa74a75349ca89437e32eb889a70.ts
爱奇艺,mitv://ns2.hellotvvod.com:9906/a49111eaf4a34361a81cc2b681720741.ts
Astro小太阳,mitv://ns2.hellotvvod.com:9906/44f8db3489b04549aaa8206aef6dd0d6.ts
Astro AEC(备),mitv://ns2.hellotvvod.com:9906/d16620a8522f423ab7c9ad8337179b4f.ts
Astro双星,mitv://ns2.hellotvvod.com:9906/100aeab83c5f4819aaa56aa0eb15c92d.ts
Astro全佳,mitv://ns2.hellotvvod.com:9906/2b12b90d5e0545318f8450770a436016.ts
天映频道,mitv://ns2.hellotvvod.com:9906/2ee117f35bf64cd79f7781db6ed5e345.ts
翡翠台(华丽台),mitv://ns2.hellotvvod.com:9906/3ed45d10be2e455cbd90dabf5c61f10e.ts
Astro AOD HD 311,mitv://ns2.hellotvvod.com:9906/6cfcc52f085f47978fcfc35a01af4bb3.ts
中天亚洲台,mitv://ns2.hellotvvod.com:9906/76f8156f23d64ef6a2485bded4600318.ts
TVB 星河,mitv://ns2.hellotvvod.com:9906/74089bb389214fc5ab8731a1aadfe1be.ts
天映经典,mitv://ns2.hellotvvod.com:9906/32c1048631e24dabaa713acdf1f5282c.ts
Astro欢喜台,mitv://ns2.hellotvvod.com:9906/d1a4b2b41ebc4e5e9f477c66ced6c05a.ts
KBS World,mitv://ns2.hellotvvod.com:9906/68974951a49244e1b267f97b1ef6e9b2.ts
ONE,mitv://ns2.hellotvvod.com:9906/696440772be545a88eab3cbfd54ab321.ts
Oh!K,mitv://ns2.hellotvvod.com:9906/a08c8e03efc540c1b0acac4fbaa1d83f.ts
HBO,mitv://ns2.hellotvvod.com:9906/c26d085134904542b5c6d94bdff167a4.ts
FOX Movies HD,mitv://ns2.hellotvvod.com:9906/de44def3314b4083a69b97b2c6e59715.ts
FOX Action Movies HD,mitv://ns2.hellotvvod.com:9906/db16da3b08cb4da89d5cdb9314c3e9c1.ts
tvN Movies HD,mitv://ns2.hellotvvod.com:9906/d4b8e9302c644fcfa3ffac044a6e4235.ts
Astro Awani,mitv://ns2.hellotvvod.com:9906/a65b47f75c874e9585de9e64e4e58049.ts
BERNAMA,mitv://ns2.hellotvvod.com:9906/29039f83fb224286b34666104bef0d5b.ts
CGTN,mitv://ns2.hellotvvod.com:9906/4e4f65f61a214217a9cde0efa813ed0b.ts
BBC World News,mitv://ns2.hellotvvod.com:9906/6dfaaafb37984527838dc99211b2a863.ts
Al Jazeera English,mitv://ns2.hellotvvod.com:9906/e97a73dae6df4c009617cbe4b2ae18b2.ts
CNBC,mitv://ns2.hellotvvod.com:9906/eebe5b05a1114097b39107897f4bdedb.ts
Bloomberg TV,mitv://ns2.hellotvvod.com:9906/4320462ffd49443086edcf874a343396.ts
Astro Ceria,mitv://ns2.hellotvvod.com:9906/01e358de4497466e91c860c31090d733.ts
Cartoon Network,mitv://ns2.hellotvvod.com:9906/27736610559348238cae68af675e22a0.ts
Nickelodeon,mitv://ns2.hellotvvod.com:9906/11255aa0bd0c43ebacb73b9c068fbcc6.ts
Nick Jr.,mitv://ns2.hellotvvod.com:9906/9e0890b9652645bb85ec4a1690466611.ts
Baby TV,mitv://ns2.hellotvvod.com:9906/3c1f864284284667ae430a7fe02c4b5e.ts
Boomerang,mitv://ns2.hellotvvod.com:9906/6fe74bb09f4e4c07ae9db3d4d174a95c.ts
AXN亚洲,mitv://ns2.hellotvvod.com:9906/f89ab2caa73048dfa9504d587a440e5f.ts
KIX,mitv://ns2.hellotvvod.com:9906/7d11f41a99634962a34c4884798b4732.ts
HITS,mitv://ns2.hellotvvod.com:9906/79884c41c32a4eeda65ca9214ff4dd37.ts
Astro Arena,mitv://ns2.hellotvvod.com:9906/55cb0aa65c8d43e690639dbcf3fd994d.ts
Astro SuperSport,mitv://ns2.hellotvvod.com:9906/07e72b137335400881ba030ae4f18b13.ts
Astro SuperSport 2,mitv://ns2.hellotvvod.com:9906/01d913de59064c428feb87b9dda80637.ts
Astro SuperSport 3,mitv://ns2.hellotvvod.com:9906/796859f39d2e4f918578d1ac71731a16.ts
Astro SuperSport 4,mitv://ns2.hellotvvod.com:9906/d65121e7428f492b860f9a2b4374241d.ts
beIN Sports MAX,mitv://ns2.hellotvvod.com:9906/80a6c434eade46588e76251120b5222c.ts
WWE,mitv://ns2.hellotvvod.com:9906/2a278a15810f41ce880b159ba08f6195.ts
卫视电影台,mitv://ns2.hellotvvod.com:9906/3452264dff17476596842bcdf899616f.ts
FOX SPORTS 2,mitv://ns2.hellotvvod.com:9906/72b5b19b7e1f4556ab0159aebaae8ca2.ts
Nat Geo Wild,mitv://ns2.hellotvvod.com:9906/c660f29e071b4be58de72e3ea93ca161.ts
tvN,mitv://ns2.hellotvvod.com:9906/92e17f9f4c4d4aeb976dfd868240cc76.ts
Drama Sangat,mitv://ns2.hellotvvod.com:9906/86772b23aef849049bee57eb188744ee.ts
RTM Sport,mitv://ns2.hellotvvod.com:9906/546fa3a4f7e24c5fbe177226a9bca8a7.ts
Berita RTM,mitv://ns2.hellotvvod.com:9906/6be4169dd8c145c2bfa536aa6b2deae8.ts
卫视卡式台,mitv://ns2.hellotvvod.com:9906/dd4c341e0f914269a7d08352479b8c26.ts
DW,mitv://ns2.hellotvvod.com:9906/b6e1ca8d01b244ed8143110062a7772a.ts
France24,mitv://ns2.hellotvvod.com:9906/f0cecd24e9264fe5be31aab4df029fd7.ts
Astro AEC,mitv://ns2.hellotvvod.com:9906/594ff397fcfa47a292c583d4cd263889.ts
Awesome TV,mitv://ns2.hellotvvod.com:9906/2f42b9b7e0604d418f9825b7345746b1.ts
ABO Movies Thangathirai HD,mitv://ns2.hellotvvod.com:9906/fe59770294734cfc829c53ee77f01c73.ts
Colors Tamil,mitv://ns2.hellotvvod.com:9906/6098b795dd884142a5f004176c0b241b.ts
BOO,mitv://ns2.hellotvvod.com:9906/67ccc35982134508a0598d75f456d406.ts
Disney Junior,mitv://ns2.hellotvvod.com:9906/9429aada7cd24971aa4d45058fa78b33.ts
Special Event Sports HD 01,mitv://ns2.hellotvvod.com:9906/e6ba6777b7d14d66ac34022a447f2b47.ts
Special Event Sports HD 02,mitv://ns2.hellotvvod.com:9906/90be92d798b94802b98bc1d89b5c58bf.ts
pecial Event Sports HD 03,mitv://ns2.hellotvvod.com:9906/313ff29857eb48839da69bd27bed2d0a.ts
Special Event Sports HD 04,mitv://ns2.hellotvvod.com:9906/9518e84a72864c86a8a889e79e06cea2.ts
Special Event Sports HD 05,mitv://ns2.hellotvvod.com:9906/4c21a29d9a954a27825efd7b9ba631c6.ts
Special Event Sports HD 06,mitv://ns2.hellotvvod.com:9906/88104fd93d8a4296a8ff2cb0e46c4982.ts
Special Event Sports HD 07,mitv://ns2.hellotvvod.com:9906/d42e6367487645e29b1828b1af91de6c.ts
Special Event Sports HD 08,mitv://ns2.hellotvvod.com:9906/545dd37d30f845e9a8855bc9e9f96f2d.ts
Special Event Sports HD 09,mitv://ns2.hellotvvod.com:9906/909f5b7de913480b994273cf5e9b30fd.ts
Special Event Sports HD 10,mitv://ns2.hellotvvod.com:9906/3f3c80543d2247a5b1dc416580e23b73.ts
卫视电影台(亚洲版),mitv://ns2.hellotvvod.com:9906/75c14b34064748068bca0dfdd89ced71.ts


新加坡,#genre#
天映频道,mitv://ns2.hellotvvod.com:9906/2ee117f35bf64cd79f7781db6ed5e345.ts
中天亚洲台,mitv://ns2.hellotvvod.com:9906/76f8156f23d64ef6a2485bded4600318.ts
TVB 星河,mitv://ns2.hellotvvod.com:9906/74089bb389214fc5ab8731a1aadfe1be.ts
天映经典,mitv://ns2.hellotvvod.com:9906/32c1048631e24dabaa713acdf1f5282c.ts
KBSWorld,mitv://ns2.hellotvvod.com:9906/68974951a49244e1b267f97b1ef6e9b2.ts
ONE,mitv://ns2.hellotvvod.com:9906/696440772be545a88eab3cbfd54ab321.ts
Oh!K,mitv://ns2.hellotvvod.com:9906/a08c8e03efc540c1b0acac4fbaa1d83f.ts
CGTN,mitv://ns2.hellotvvod.com:9906/4e4f65f61a214217a9cde0efa813ed0b.ts
BBC World News,mitv://ns2.hellotvvod.com:9906/6dfaaafb37984527838dc99211b2a863.ts
CNBC,mitv://ns2.hellotvvod.com:9906/eebe5b05a1114097b39107897f4bdedb.ts
Bloomberg TV,mitv://ns2.hellotvvod.com:9906/4320462ffd49443086edcf874a343396.ts
Cartoon Network,mitv://ns2.hellotvvod.com:9906/27736610559348238cae68af675e22a0.ts
Nickelodeon,mitv://ns2.hellotvvod.com:9906/11255aa0bd0c43ebacb73b9c068fbcc6.ts
Nick Jr.,mitv://ns2.hellotvvod.com:9906/9e0890b9652645bb85ec4a1690466611.ts
Baby TV,mitv://ns2.hellotvvod.com:9906/3c1f864284284667ae430a7fe02c4b5e.ts
Boomerang,mitv://ns2.hellotvvod.com:9906/6fe74bb09f4e4c07ae9db3d4d174a95c.ts
AXN亚洲,mitv://ns2.hellotvvod.com:9906/f89ab2caa73048dfa9504d587a440e5f.ts
HITS,mitv://ns2.hellotvvod.com:9906/79884c41c32a4eeda65ca9214ff4dd37.ts
beIN Sports MAX,mitv://ns2.hellotvvod.com:9906/80a6c434eade46588e76251120b5222c.ts
Mediacorp 5,mitv://ns2.hellotvvod.com:9906/622186a880624632bc1ea01422ac37ab.ts
Mediacorp 8,mitv://ns2.hellotvvod.com:9906/c1ce8dee202a4044a8c14db456ff37b9.ts
Suria,mitv://ns2.hellotvvod.com:9906/3f682901b06d4a88829bcbc223c576f4.ts
Vasantham,mitv://ns2.hellotvvod.com:9906/3dbcf028b43f4251ab50a93a7a544032.ts
CNA,mitv://ns2.hellotvvod.com:9906/cebbedfa5af24bfe81606403e7c9141f.ts
Mediacorp U,mitv://ns2.hellotvvod.com:9906/ae52eb21e23149c9afa7d91f7851d5c2.ts
卫视电影台,mitv://ns2.hellotvvod.com:9906/3452264dff17476596842bcdf899616f.ts
Nat GeoWild,mitv://ns2.hellotvvod.com:9906/c660f29e071b4be58de72e3ea93ca161.ts
Arirang,mitv://ns2.hellotvvod.com:9906/d3d21ed5586b4398a89bd2830781967c.ts
Euronews,mitv://ns2.hellotvvod.com:9906/093360bc7edf40d0b0575e1db26654af.ts
Fight Sports,mitv://ns2.hellotvvod.com:9906/b9db054e08384a8297c648b0373cf5d2.ts
GEM,mitv://ns2.hellotvvod.com:9906/95ca894786474c679ca7036974ef9f02.ts
Horse Racing 89,mitv://ns2.hellotvvod.com:9906/bb03c5c4346e4acfa4ef8207ff52e97c.ts
Fox News,mitv://ns2.hellotvvod.com:9906/38cd49558c524c71be6659d11204ad58.ts
HGTV居家乐活频道,mitv://ns2.hellotvvod.com:9906/3b650d2e87294efca4589bf2128553ce.ts
TV5Monde,mitv://ns2.hellotvvod.com:9906/48a93798cdc640a99859c9819515ae03.ts
东森亚洲卫视,mitv://ns2.hellotvvod.com:9906/d1fcec8d650e412e84f211ad9c91756d.ts
福斯动作电影,mitv://ns2.hellotvvod.com:9906/b34f5bde6b6e4f81b0c9426f9efc6ba5.ts
Thrill,mitv://ns2.hellotvvod.com:9906/280b8e5c5c9d4c04ac94e51220775e27.ts
Disney Junior,mitv://ns2.hellotvvod.com:9906/9429aada7cd24971aa4d45058fa78b33.ts
卫视电影台(亚洲版),mitv://ns2.hellotvvod.com:9906/75c14b34064748068bca0dfdd89ced71.ts


日本,#genre#
NHK-G综合,mitv://ns2.hellotvvod.com:9906/022c19ea02ca437497739b7fe476f31d.ts
NHK-E教育,mitv://ns2.hellotvvod.com:9906/d62df52fc0334a449f73504be59d7ede.ts
日本テレビ,mitv://ns2.hellotvvod.com:9906/6acb93afd78e4653ac6e0c6b224da2ef.ts
TBSテレビ,mitv://ns2.hellotvvod.com:9906/38f2f94e28e14819a7cf906e9ae929fb.ts
テレビ東京,mitv://ns2.hellotvvod.com:9906/c7e4b0404cf341c19a422707136ada3d.ts
フジテレビ,mitv://ns2.hellotvvod.com:9906/068264c74e904be3bcf994e750d21e10.ts
読売テレビ,mitv://ns2.hellotvvod.com:9906/83f1939f9fa84be3a1659406da3e7b56.ts
関西テレビ,mitv://ns2.hellotvvod.com:9906/583cbc3ab8df47908dfd6d01eecfd310.ts
abc朝日,mitv://ns2.hellotvvod.com:9906/75d663be05454058907047a3d9d244ec.ts
毎日放送,mitv://ns2.hellotvvod.com:9906/f7579d38fdae4990b25c9deb18363db3.ts
朝日放送,mitv://ns2.hellotvvod.com:9906/1451e720fc01408b8f408913b0518d53.ts
テレビ大阪,mitv://ns2.hellotvvod.com:9906/2d2354c562e043589d7209a6ce7dd55c.ts
サンテレビ,mitv://ns2.hellotvvod.com:9906/23e9a0df1d044a8db029b60d4916edc9.ts
BS-1,mitv://ns2.hellotvvod.com:9906/ec87dc4c865e4dddb8c187e750672c8c.ts
BSプレミアム,mitv://ns2.hellotvvod.com:9906/83da0d9c08ca4d37ac7cbfc2312ec60b.ts
BS日テレ,mitv://ns2.hellotvvod.com:9906/b7c613b9edd84d27a336ec12906bddd0.ts
BS朝日,mitv://ns2.hellotvvod.com:9906/f32798ff91c541deb13f9dbd2053028a.ts
BS-TBS,mitv://ns2.hellotvvod.com:9906/703328a0161b438589c4e56a85e8b2f5.ts
BSジャパン,mitv://ns2.hellotvvod.com:9906/f75715c021ef4accb6e6ea78bbe4b169.ts
BSフジ,mitv://ns2.hellotvvod.com:9906/344c681d9e8d4ddc85bd35223f3763b7.ts
WOWOWプライム,mitv://ns2.hellotvvod.com:9906/d3f33bf5fb8042ab88e8a291ba6c28df.ts
WOWOWライブ,mitv://ns2.hellotvvod.com:9906/e45f05f3f8de41c480ccfceafcc82e23.ts
WOWOWシネマ,mitv://ns2.hellotvvod.com:9906/9f577306cd124b2a90d8a658cba16f36.ts
スター・チャンネル1,mitv://ns2.hellotvvod.com:9906/cf209fa1c3924af193ac8a49b4c169e1.ts
スター・チャンネル2,mitv://ns2.hellotvvod.com:9906/ae7afadfde0d454a9e62888e2e1c4469.ts
スター・チャンネル3,mitv://ns2.hellotvvod.com:9906/c9d2ec26b2314f61ae5056262d5ac634.ts
BSアニマックス,mitv://ns2.hellotvvod.com:9906/ed8c413d46ab45f58372e220fbe6a59c.ts
J Sports 1,mitv://ns2.hellotvvod.com:9906/8f1b2537b57043ce898bd5866a515f7c.ts
J Sports 2,mitv://ns2.hellotvvod.com:9906/723ae9a950b54d14922e5968a8e41eb1.ts
J Sports 3,mitv://ns2.hellotvvod.com:9906/024a6f918cc04fb6afd99699ab73235f.ts
J Sports 4,mitv://ns2.hellotvvod.com:9906/94ff678c204b4a00a1b890c4eddb3286.ts
日テレG+ HD,mitv://ns2.hellotvvod.com:9906/f420f9b76e96462dab23022ce52707b8.ts
ゴルフネットワークHD,mitv://ns2.hellotvvod.com:9906/111129e81d094b1ab2f78bb686c0432b.ts
時代劇専門チャンネル,mitv://ns2.hellotvvod.com:9906/a63ec62e811649b8844fd56ebd6ed546.ts
Music Japan TV,mitv://ns2.hellotvvod.com:9906/fbfa1edefa1d44389613c21049c1a5de.ts
キッズステーションHD,mitv://ns2.hellotvvod.com:9906/8c5089fa877a40ac977c2af706434523.ts
ディスカバリーチャンネル,mitv://ns2.hellotvvod.com:9906/a6bef80d79654f5dab1f26e4a7a3e4d7.ts
ナショナル ジオグラフィッ,mitv://ns2.hellotvvod.com:9906/b350577961b948ef9ccba712adebfcd8.ts
日テレNEWS 24,mitv://ns2.hellotvvod.com:9906/f0adbca9621242e18604c3acd357df53.ts
Cartoon Network,mitv://ns2.hellotvvod.com:9906/705af78f7450429ea3a2ea7771743245.ts


韩国,#genre#

Arirang,mitv://ns2.hellotvvod.com:9906/d3d21ed5586b4398a89bd2830781967c.ts
KBS1,mitv://ns2.hellotvvod.com:9906/17083e9355d741a587f4bf133e47417b.ts
KBS2,mitv://ns2.hellotvvod.com:9906/71526d4a04fe488f8494f9a70bdae9a2.ts
KBS Drama,mitv://ns2.hellotvvod.com:9906/d12615f3755a49be9042673b74033c81.ts
KBS Joy,mitv://ns2.hellotvvod.com:9906/8bc26777e44a4603b3d6fb19841bbe8c.ts
SBS,mitv://ns2.hellotvvod.com:9906/e84318b4b72343759a1517e8885b8b7b.ts
SBS Plus,mitv://ns2.hellotvvod.com:9906/14fcd761498f4963b70e30efdcfd07b6.ts
JTBC,mitv://ns2.hellotvvod.com:9906/88208a7836e84dffa05923ec0eb67ef7.ts
EBS,mitv://ns2.hellotvvod.com:9906/4694b17b82cb485c8290456dfa282a0e.ts
YTN,mitv://ns2.hellotvvod.com:9906/c77cf64fde534b8e9fb80d1896c1862b.ts
YTN SCIENCE,mitv://ns2.hellotvvod.com:9906/976874eb45c24b26b433986dfe860323.ts
tvN,mitv://ns2.hellotvvod.com:9906/92e17f9f4c4d4aeb976dfd868240cc76.ts
OCN,mitv://ns2.hellotvvod.com:9906/0d1537bf08be4066b73cc39d668a6f3b.ts
OCNMovies,mitv://ns2.hellotvvod.com:9906/919f9afba4f44bc088e995e8efbfe1bf.ts
CBS,mitv://ns2.hellotvvod.com:9906/5dbcdcbe1ae8475aaba789c8fe30b840.ts
MBC,mitv://ns2.hellotvvod.com:9906/463c1dbfe3724aaf9d8eb78ea108dd04.ts
MBC every1,mitv://ns2.hellotvvod.com:9906/2363700ae0a7449fb904320b8bdd9412.ts
Tooniverse,mitv://ns2.hellotvvod.com:9906/57958603f2324c4199292786207c7b69.ts
SPOTV,mitv://ns2.hellotvvod.com:9906/f28c3ebe3e614c8f9ba0121bc3fdb2fb.ts
SPOTV2,mitv://ns2.hellotvvod.com:9906/34f23a4b2cd345f8bde1d0977de8c1e7.ts
JTBCGOLF,mitv://ns2.hellotvvod.com:9906/2e21e7041e35455b831dca524858d489.ts

印尼,#genre#
HBO,mitv://ns2.hellotvvod.com:9906/c26d085134904542b5c6d94bdff167a4.ts
FOX MoviesHD,mitv://ns2.hellotvvod.com:9906/de44def3314b4083a69b97b2c6e59715.ts
FOX Action Movies HD,mitv://ns2.hellotvvod.com:9906/db16da3b08cb4da89d5cdb9314c3e9c1.ts
tvN MoviesHD,mitv://ns2.hellotvvod.com:9906/d4b8e9302c644fcfa3ffac044a6e4235.ts
卫视电影台,mitv://ns2.hellotvvod.com:9906/3452264dff17476596842bcdf899616f.ts
Trans TV HD,mitv://ns2.hellotvvod.com:9906/1694cb27c3824189a6917b9109ab8b57.ts
Trans 7 HD,mitv://ns2.hellotvvod.com:9906/3683d22cf4c240aa8f9c2a23968cda8f.ts
InsertLive,mitv://ns2.hellotvvod.com:9906/ae67821978574533a3113197aedd607b.ts
Galaxy Premium,mitv://ns2.hellotvvod.com:9906/84c19be641124c619edc3106dad915fd.ts
IMC,mitv://ns2.hellotvvod.com:9906/95e018b7d71c4ca9a11d37f9be98a790.ts
卫视卡式台,mitv://ns2.hellotvvod.com:9906/dd4c341e0f914269a7d08352479b8c26.ts
Mola Sport,mitv://ns2.hellotvvod.com:9906/b944d9fa765148bb982cfc3abbd55707.ts
LinguaHD,mitv://ns2.hellotvvod.com:9906/b71d4e1ebda443e6a2d7903a0663704f.ts
RCTI,mitv://ns2.hellotvvod.com:9906/19e9ca54f21f428f9aed4412cfe60045.ts
卫视电影台(亚洲版),mitv://ns2.hellotvvod.com:9906/75c14b34064748068bca0dfdd89ced71.ts

泰国,#genre#

Channel 5,mitv://ns2.hellotvvod.com:9906/eb7a55749f19436f853354a62cd924cd.ts
NBT,mitv://ns2.hellotvvod.com:9906/6367fedece844b218f92e98f28a7702d.ts
TNN 16,mitv://ns2.hellotvvod.com:9906/ea7760dbe45c4bad8c1c7d4b50f7d97c.ts
NEW 18,mitv://ns2.hellotvvod.com:9906/6d0bdb707ca04085bd06d055d8b76c1b.ts
VoiceTV,mitv://ns2.hellotvvod.com:9906/3317d05a904e40548cdb8fafe412a93a.ts
Nation TV,mitv://ns2.hellotvvod.com:9906/0903fe1553f64486a19a335a200f581d.ts
Workpoint TV,mitv://ns2.hellotvvod.com:9906/2b38626573e2431ba83dc6b9b244725f.ts
true4U,mitv://ns2.hellotvvod.com:9906/8c4bb3a5d1ab492a9f6b778ddd86b9da.ts
GMM 25,mitv://ns2.hellotvvod.com:9906/d17ffcd1469d4119910010361eb5fca0.ts
Channel 8,mitv://ns2.hellotvvod.com:9906/6cd949a4764b43648a39ce8b5cae34dd.ts
Mono 29,mitv://ns2.hellotvvod.com:9906/5eacb7eeebb041e7b45510c02eb93c91.ts
MCOT,mitv://ns2.hellotvvod.com:9906/b464b128000c41f7b969c134891583db.ts
ONE,mitv://ns2.hellotvvod.com:9906/027b0dcaf1594c97ac22f3adebc1dee1.ts
ThairathTV,mitv://ns2.hellotvvod.com:9906/03bc033fdada4ff999fb8c3c5f167f65.ts
Channel 3,mitv://ns2.hellotvvod.com:9906/bdf39256e5634423886928b9e2a5ae44.ts
Amarin TV,mitv://ns2.hellotvvod.com:9906/1255a5c503f44ab1bb14fb0599ef6032.ts
Channel7,mitv://ns2.hellotvvod.com:9906/5ae8235f966e4aa8aeed98467d39126d.ts
PPTV,mitv://ns2.hellotvvod.com:9906/34fadd7bac0e4ce490948fec5defdd89.ts
Boomerang,mitv://ns2.hellotvvod.com:9906/bf9963c8d0e148b39d72f993488aae44.ts
Jatingja,mitv://ns2.hellotvvod.com:9906/2efe87f8e31d4e03bd09f4a0af9e98e0.ts
Toonee,mitv://ns2.hellotvvod.com:9906/0597fe6e9dc646c1a7ad47c2642edc39.ts
Thai ParliamentTV,mitv://ns2.hellotvvod.com:9906/f618357489564cfc9903191a017caca7.ts
Thai PBS,mitv://ns2.hellotvvod.com:9906/149b6167de3943aabf8fb47b7613c765.ts
News 1,mitv://ns2.hellotvvod.com:9906/37887c491be84df5baf6259de30591b7.ts
M Channel,mitv://ns2.hellotvvod.com:9906/f925995596a140189820f786ea6cd931.ts
FoxThai,mitv://ns2.hellotvvod.com:9906/f5ceb8d4bff7435ab76724aa2ad69fee.ts
ZeeNung,mitv://ns2.hellotvvod.com:9906/a1287d3e96fc4658810af0d88b3ef17e.ts
JKN,mitv://ns2.hellotvvod.com:9906/0ec17c900ab44ea79eea0ba6eac73c6e.ts
LaoStar,mitv://ns2.hellotvvod.com:9906/28c243eb59ef4e43a50e9b8ac5a3fdf6.ts
Channel4050,mitv://ns2.hellotvvod.com:9906/28bc3daa05214d4ca8b2a82ac1a3f168.ts
TVB Thai,mitv://ns2.hellotvvod.com:9906/549b55fabe1e43d69eeb0b68624a988c.ts
Bluesky,mitv://ns2.hellotvvod.com:9906/62cf9b604e414930a32f246b7ed9c4e0.ts
Top News,mitv://ns2.hellotvvod.com:9906/3aa6fcab2ebc4578bd72fe4ec7a60a81.ts

菲律宾,#genre#
Cartoon Network,mitv://ns2.hellotvvod.com:9906/27736610559348238cae68af675e22a0.ts
Nickelodeon,mitv://ns2.hellotvvod.com:9906/11255aa0bd0c43ebacb73b9c068fbcc6.ts
Nick Jr.,mitv://ns2.hellotvvod.com:9906/9e0890b9652645bb85ec4a1690466611.ts
Baby TV,mitv://ns2.hellotvvod.com:9906/3c1f864284284667ae430a7fe02c4b5e.ts
Boomerang,mitv://ns2.hellotvvod.com:9906/6fe74bb09f4e4c07ae9db3d4d174a95c.ts
GMA,mitv://ns2.hellotvvod.com:9906/1da6e09f0c08405990bcf059c1a23b03.ts
TV5,mitv://ns2.hellotvvod.com:9906/7cf921d7070640f4a325332be9b4a050.ts
Cinema One,mitv://ns2.hellotvvod.com:9906/5f8febca2a364f1895f4e4e985d159d7.ts
Golf Channel,mitv://ns2.hellotvvod.com:9906/e731ad0e6d1043ef807d83f0ece22c14.ts


印度,#genre#
SUN TV,mitv://ns2.hellotvvod.com:9906/3aded786a36e4d06868ed83facdfafd4.ts
CNBC Awaaz,mitv://ns2.hellotvvod.com:9906/f2d0087b53a24cf78a651b1e759d163a.ts
IndiaTV,mitv://ns2.hellotvvod.com:9906/48e86349dd4f4225861ae1a8e93eddf2.ts
JanamTV,mitv://ns2.hellotvvod.com:9906/9fc1d5a271ea4236ad942336741fbd5c.ts
ColorsTamil,mitv://ns2.hellotvvod.com:9906/6098b795dd884142a5f004176c0b241b.ts
NDTV,mitv://ns2.hellotvvod.com:9906/a8a8678f993e48b18c7437af6472d641.ts


美国,#genre#
CNN,mitv://ns2.hellotvvod.com:9906/596dc4aa1fd44fea823d4be99ba706af.ts
CNBC,mitv://ns2.hellotvvod.com:9906/eebe5b05a1114097b39107897f4bdedb.ts
Bloomberg TV,mitv://ns2.hellotvvod.com:9906/4320462ffd49443086edcf874a343396.ts
ESPN,mitv://ns2.hellotvvod.com:9906/ce9bfaeac5e646eca289800ca11e8e2a.ts
NBA,mitv://ns2.hellotvvod.com:9906/8f80c28e61b64a75bf87fee0a5dc509f.ts
CBSN,mitv://ns2.hellotvvod.com:9906/70f4f99402734713a2cda4b4f7d157d0.ts
Fox News,mitv://ns2.hellotvvod.com:9906/38cd49558c524c71be6659d11204ad58.ts
Food Network,mitv://ns2.hellotvvod.com:9906/e02dfe6dbd134ffe93bd91abf5b71bb2.ts



香港U,#genre
TVBJ2(备用),http://iptv.tvfix.org/hls/j22.m3u8
TVBJ2(粤语),http://iptv.tvfix.org/hls/j2.m3u8
TVB翡翠,http://iptv.tvfix.org/hls/jade.m3u8
TVB翡翠（备用1）,http://iptv.tvfix.org/hls/jade2.m3u8
TVB翡翠（备用）2,http://iptv.tvfix.org/hls/jadegd.m3u8
TVB翡翠海外版(国语),http://iptv.tvfix.org/hls/jadenhk2.m3u8
TVB翡翠海外版(粤语),http://iptv.tvfix.org/hls/jadenhk.m3u8
明珠台,http://iptv.tvfix.org/hls/pearl.m3u8
TVB明珠台,http://iptv.tvfix.org/hls/pearl2.m3u8
无线新闻,http://iptv.tvfix.org/hls/inews.m3u8

澳门,#genre#
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8
